date,Party,pct
2016-01-01,Liberal,NA
2016-01-02,Liberal,NA
2016-01-03,Liberal,46.88362962419435
2016-01-04,Liberal,46.860284137941214
2016-01-05,Liberal,46.836039569876675
2016-01-06,Liberal,46.81092113457849
2016-01-07,Liberal,46.78495254593812
2016-01-08,Liberal,46.40631924313273
2016-01-09,Liberal,46.06057077256504
2016-01-10,Liberal,45.99154229994707
2016-01-11,Liberal,45.88149971890372
2016-01-12,Liberal,45.536562224662504
2016-01-13,Liberal,45.61322136701045
2016-01-14,Liberal,45.700461073354916
2016-01-15,Liberal,45.51666759611479
2016-01-16,Liberal,45.37715641374387
2016-01-17,Liberal,45.47460693769734
2016-01-18,Liberal,45.50368267665712
2016-01-19,Liberal,45.52158141532078
2016-01-20,Liberal,45.53432688605413
2016-01-21,Liberal,45.541176417409176
2016-01-22,Liberal,45.545938317749524
2016-01-23,Liberal,45.5492055846767
2016-01-24,Liberal,45.55133532976548
2016-01-25,Liberal,45.552556585920215
2016-01-26,Liberal,45.55600610779108
2016-01-27,Liberal,45.55906117620067
2016-01-28,Liberal,45.56180125277603
2016-01-29,Liberal,45.56428535391723
2016-01-30,Liberal,46.23453987885816
2016-01-31,Liberal,46.880163251545405
2016-02-01,Liberal,47.51216334697454
2016-02-02,Liberal,48.131929699240374
2016-02-03,Liberal,48.740633782206395
2016-02-04,Liberal,48.6716397395078
2016-02-05,Liberal,48.61767694457011
2016-02-06,Liberal,48.56836630033117
2016-02-07,Liberal,48.52286605969034
2016-02-08,Liberal,48.480490261710585
2016-02-09,Liberal,48.440328619935606
2016-02-10,Liberal,48.40248194941144
2016-02-11,Liberal,48.36670750435083
2016-02-12,Liberal,48.332807709162566
2016-02-13,Liberal,48.30061664418395
2016-02-14,Liberal,48.41373338930457
2016-02-15,Liberal,48.516601773460486
2016-02-16,Liberal,48.616417126811584
2016-02-17,Liberal,48.71425945626887
2016-02-18,Liberal,48.81065095862173
2016-02-19,Liberal,48.76216146574479
2016-02-20,Liberal,48.72442868398681
2016-02-21,Liberal,48.69029232174121
2016-02-22,Liberal,48.65868079565532
2016-02-23,Liberal,48.62906449627164
2016-02-24,Liberal,48.60111517098654
2016-02-25,Liberal,48.57460454682273
2016-02-26,Liberal,48.54936230296727
2016-02-27,Liberal,48.52525519172973
2016-02-28,Liberal,48.50217536958827
2016-02-29,Liberal,48.480033306112844
2016-03-01,Liberal,48.45875319540461
2016-03-02,Liberal,48.43826983799619
2016-03-03,Liberal,48.418526437326
2016-03-04,Liberal,48.39947299179026
2016-03-05,Liberal,48.381065089620655
2016-03-06,Liberal,48.3632629850176
2016-03-07,Liberal,48.34603087603951
2016-03-08,Liberal,48.329336330628465
2016-03-09,Liberal,48.36383667742413
2016-03-10,Liberal,48.39976489209205
2016-03-11,Liberal,48.48070327231973
2016-03-12,Liberal,48.023317902860086
2016-03-13,Liberal,47.57710579920102
2016-03-14,Liberal,46.706446003838565
2016-03-15,Liberal,45.86892358309088
2016-03-16,Liberal,44.9997300232366
2016-03-17,Liberal,44.67876900487387
2016-03-18,Liberal,44.35492350274965
2016-03-19,Liberal,44.858012405682366
2016-03-20,Liberal,45.27433809791162
2016-03-21,Liberal,45.22177324680442
2016-03-22,Liberal,45.301584609454615
2016-03-23,Liberal,45.57645443922034
2016-03-24,Liberal,45.37684799135185
2016-03-25,Liberal,45.22687148722082
2016-03-26,Liberal,45.532327746325834
2016-03-27,Liberal,45.696375638591384
2016-03-28,Liberal,45.65845877067785
2016-03-29,Liberal,45.64351519754409
2016-03-30,Liberal,45.63346609141359
2016-03-31,Liberal,45.62392685438358
2016-04-01,Liberal,45.61577102343318
2016-04-02,Liberal,46.40348148251053
2016-04-03,Liberal,46.981893793207476
2016-04-04,Liberal,47.48587758547923
2016-04-05,Liberal,47.94237675202344
2016-04-06,Liberal,48.36242719487066
2016-04-07,Liberal,47.42310065424739
2016-04-08,Liberal,46.8082133525957
2016-04-09,Liberal,46.89497180974314
2016-04-10,Liberal,46.9613291666249
2016-04-11,Liberal,47.041249911962
2016-04-12,Liberal,47.66781291080053
2016-04-13,Liberal,48.174199535064936
2016-04-14,Liberal,48.04753426176573
2016-04-15,Liberal,47.985021730197005
2016-04-16,Liberal,47.94022964389309
2016-04-17,Liberal,47.908320292653315
2016-04-18,Liberal,47.8774339314542
2016-04-19,Liberal,47.025076167053676
2016-04-20,Liberal,46.279046046142966
2016-04-21,Liberal,45.582968723949016
2016-04-22,Liberal,44.924830395224475
2016-04-23,Liberal,44.29768152562353
2016-04-24,Liberal,45.15201056793567
2016-04-25,Liberal,45.76216955329003
2016-04-26,Liberal,46.28526145967116
2016-04-27,Liberal,46.75039033496921
2016-04-28,Liberal,47.17256733091754
2016-04-29,Liberal,46.92921784794413
2016-04-30,Liberal,46.821038016758415
2016-05-01,Liberal,46.74888355702191
2016-05-02,Liberal,46.69677411589506
2016-05-03,Liberal,46.65740206679102
2016-05-04,Liberal,46.626719446445165
2016-05-05,Liberal,46.602246623516415
2016-05-06,Liberal,46.582363127010744
2016-05-07,Liberal,46.56595994915282
2016-05-08,Liberal,47.534101837886944
2016-05-09,Liberal,48.37941603565761
2016-05-10,Liberal,49.16490081352074
2016-05-11,Liberal,49.9034095161739
2016-05-12,Liberal,50.60446960605243
2016-05-13,Liberal,50.28985407826625
2016-05-14,Liberal,50.08063405943279
2016-05-15,Liberal,49.90715880358388
2016-05-16,Liberal,49.0797484819298
2016-05-17,Liberal,48.31763034058967
2016-05-18,Liberal,47.60362899514099
2016-05-19,Liberal,46.920128387072154
2016-05-20,Liberal,46.20783015813878
2016-05-21,Liberal,46.21160024165655
2016-05-22,Liberal,46.195722941301426
2016-05-23,Liberal,46.172302182117626
2016-05-24,Liberal,46.14367860653692
2016-05-25,Liberal,46.174689859614624
2016-05-26,Liberal,46.19643731635692
2016-05-27,Liberal,46.21519790514323
2016-05-28,Liberal,46.231862626318915
2016-05-29,Liberal,46.24697503947304
2016-05-30,Liberal,45.99254010872944
2016-05-31,Liberal,45.782236860271986
2016-06-01,Liberal,45.58962184287289
2016-06-02,Liberal,45.40828894510476
2016-06-03,Liberal,45.2364995829347
2016-06-04,Liberal,45.92846121578003
2016-06-05,Liberal,46.47005381319641
2016-06-06,Liberal,46.95268573366495
2016-06-07,Liberal,47.39615530405903
2016-06-08,Liberal,47.808229262594054
2016-06-09,Liberal,47.605563678719975
2016-06-10,Liberal,47.49318327347995
2016-06-11,Liberal,47.40845848914575
2016-06-12,Liberal,46.7233738540976
2016-06-13,Liberal,46.09284458742582
2016-06-14,Liberal,45.496592963753024
2016-06-15,Liberal,44.926677138819485
2016-06-16,Liberal,44.378870018489664
2016-06-17,Liberal,44.46651741134416
2016-06-18,Liberal,44.527736076679254
2016-06-19,Liberal,44.58071025470478
2016-06-20,Liberal,44.62738153668489
2016-06-21,Liberal,44.66931926118932
2016-06-22,Liberal,44.70752149784478
2016-06-23,Liberal,44.74268479386434
2016-06-24,Liberal,44.77053335260981
2016-06-25,Liberal,44.79587142600741
2016-06-26,Liberal,44.81900954612153
2016-06-27,Liberal,44.840198060075906
2016-06-28,Liberal,44.85964238327393
2016-06-29,Liberal,44.881100794735104
2016-06-30,Liberal,44.90134843813374
2016-07-01,Liberal,44.92050553262052
2016-07-02,Liberal,46.27061642118473
2016-07-03,Liberal,47.52288115768335
2016-07-04,Liberal,48.719525068669185
2016-07-05,Liberal,49.86909620149497
2016-07-06,Liberal,50.051843427509695
2016-07-07,Liberal,48.95373929553114
2016-07-08,Liberal,47.96878194699685
2016-07-09,Liberal,47.0484559002868
2016-07-10,Liberal,46.18074957154683
2016-07-11,Liberal,46.28329790979724
2016-07-12,Liberal,46.33678108835494
2016-07-13,Liberal,46.37510666245895
2016-07-14,Liberal,46.40393047238082
2016-07-15,Liberal,46.42625596577304
2016-07-16,Liberal,46.444683541333276
2016-07-17,Liberal,46.459630282077626
2016-07-18,Liberal,46.47189128810468
2016-07-19,Liberal,46.482038028682304
2016-07-20,Liberal,46.491706087647984
2016-07-21,Liberal,46.49926837007298
2016-07-22,Liberal,46.505711454752635
2016-07-23,Liberal,46.5112324846365
2016-07-24,Liberal,46.51598925514075
2016-07-25,Liberal,46.51889801385282
2016-07-26,Liberal,46.52119010801672
2016-07-27,Liberal,46.522953128772905
2016-07-28,Liberal,46.52426022277524
2016-07-29,Liberal,46.525172923327126
2016-07-30,Liberal,46.53161852863319
2016-07-31,Liberal,46.53795801678221
2016-08-01,Liberal,46.54422650700096
2016-08-02,Liberal,46.55045385876754
2016-08-03,Liberal,47.23086637805633
2016-08-04,Liberal,47.885384628797624
2016-08-05,Liberal,48.52738098639261
2016-08-06,Liberal,49.15810510876776
2016-08-07,Liberal,49.77826742032349
2016-08-08,Liberal,49.71418776420446
2016-08-09,Liberal,49.66052219217834
2016-08-10,Liberal,49.60997843072533
2016-08-11,Liberal,49.56166964430317
2016-08-12,Liberal,49.53959801186065
2016-08-13,Liberal,49.52117402766014
2016-08-14,Liberal,49.50622878439149
2016-08-15,Liberal,49.49462988430332
2016-08-16,Liberal,49.486265148992466
2016-08-17,Liberal,49.456657659112494
2016-08-18,Liberal,49.42809829084774
2016-08-19,Liberal,49.40053546154729
2016-08-20,Liberal,49.37392153186822
2016-08-21,Liberal,48.69197812996622
2016-08-22,Liberal,48.02043680255086
2016-08-23,Liberal,47.357131499756136
2016-08-24,Liberal,46.70154562224888
2016-08-25,Liberal,46.05331428270676
2016-08-26,Liberal,46.06836818064214
2016-08-27,Liberal,47.34016469184584
2016-08-28,Liberal,48.486749568166275
2016-08-29,Liberal,49.580650219265955
2016-08-30,Liberal,50.63668751835745
2016-08-31,Liberal,51.6629770770835
2016-09-01,Liberal,51.4051390719579
2016-09-02,Liberal,51.25084433784092
2016-09-03,Liberal,51.13059470839777
2016-09-04,Liberal,50.58447601964055
2016-09-05,Liberal,50.43062426482481
2016-09-06,Liberal,50.25295807169353
2016-09-07,Liberal,50.088167921403375
2016-09-08,Liberal,49.93679419839842
2016-09-09,Liberal,50.245034047207916
2016-09-10,Liberal,50.18708721204426
2016-09-11,Liberal,50.17414042828635
2016-09-12,Liberal,50.16580365667257
2016-09-13,Liberal,50.158857320819294
2016-09-14,Liberal,50.15239628961291
2016-09-15,Liberal,50.14611359441797
2016-09-16,Liberal,50.13990385868395
2016-09-17,Liberal,50.133737630929744
2016-09-18,Liberal,49.56786810811949
2016-09-19,Liberal,49.07325135122092
2016-09-20,Liberal,48.61345723866236
2016-09-21,Liberal,48.1807583638392
2016-09-22,Liberal,47.77055702745967
2016-09-23,Liberal,47.939369279909585
2016-09-24,Liberal,48.05380051376888
2016-09-25,Liberal,48.14835468554777
2016-09-26,Liberal,48.22919136667933
2016-09-27,Liberal,47.79110170764848
2016-09-28,Liberal,47.35625541901145
2016-09-29,Liberal,46.91797521184852
2016-09-30,Liberal,46.47654259307105
2016-10-01,Liberal,46.03256991692719
2016-10-02,Liberal,46.095175183761754
2016-10-03,Liberal,46.143852328691544
2016-10-04,Liberal,46.120113601161485
2016-10-05,Liberal,46.09328797148139
2016-10-06,Liberal,46.06136175878838
2016-10-07,Liberal,46.0245641141278
2016-10-08,Liberal,45.80780980476705
2016-10-09,Liberal,45.96217090182111
2016-10-10,Liberal,46.06580138670478
2016-10-11,Liberal,46.13634435877212
2016-10-12,Liberal,46.20203366655259
2016-10-13,Liberal,46.43828438569866
2016-10-14,Liberal,46.362152493359766
2016-10-15,Liberal,46.328203660299685
2016-10-16,Liberal,46.32205789453342
2016-10-17,Liberal,46.31615682365118
2016-10-18,Liberal,46.359328772806165
2016-10-19,Liberal,46.394325952111615
2016-10-20,Liberal,46.426706221214275
2016-10-21,Liberal,46.45748449411609
2016-10-22,Liberal,46.48695816838542
2016-10-23,Liberal,46.467940168820355
2016-10-24,Liberal,46.45744528206232
2016-10-25,Liberal,46.115440297482415
2016-10-26,Liberal,45.827768521610786
2016-10-27,Liberal,45.56202544716848
2016-10-28,Liberal,45.31331282235376
2016-10-29,Liberal,45.07800273080826
2016-10-30,Liberal,45.18796887018182
2016-10-31,Liberal,45.25448247125103
2016-11-01,Liberal,45.22092834834017
2016-11-02,Liberal,45.18533089346329
2016-11-03,Liberal,45.61099464509445
2016-11-04,Liberal,45.886102377437354
2016-11-05,Liberal,46.11942284541521
2016-11-06,Liberal,46.41383923016292
2016-11-07,Liberal,47.24900208787688
2016-11-08,Liberal,47.120595767258656
2016-11-09,Liberal,47.04444285850982
2016-11-10,Liberal,47.03160715808465
2016-11-11,Liberal,47.04327333066776
2016-11-12,Liberal,46.50293866027051
2016-11-13,Liberal,46.45356393073514
2016-11-14,Liberal,45.90144041872113
2016-11-15,Liberal,45.28811134946595
2016-11-16,Liberal,44.75471885555312
2016-11-17,Liberal,44.25731106317118
2016-11-18,Liberal,43.78636426870181
2016-11-19,Liberal,43.927899846933016
2016-11-20,Liberal,44.11813448454252
2016-11-21,Liberal,44.2375282583017
2016-11-22,Liberal,44.36786069043576
2016-11-23,Liberal,44.46774772887793
2016-11-24,Liberal,44.54770142594108
2016-11-25,Liberal,44.6126668835641
2016-11-26,Liberal,44.66588197942505
2016-11-27,Liberal,44.67255723420464
2016-11-28,Liberal,44.685428932545385
2016-11-29,Liberal,44.3804549842631
2016-11-30,Liberal,44.120532979459924
2016-12-01,Liberal,43.87921192339118
2016-12-02,Liberal,43.65157984208112
2016-12-03,Liberal,43.4342961603219
2016-12-04,Liberal,43.325026037478246
2016-12-05,Liberal,43.2415546580246
2016-12-06,Liberal,43.1818846998291
2016-12-07,Liberal,43.108782316565836
2016-12-08,Liberal,43.02733886594788
2016-12-09,Liberal,43.15926821082535
2016-12-10,Liberal,43.34352265889457
2016-12-11,Liberal,43.46251072429634
2016-12-12,Liberal,43.572724436234765
2016-12-13,Liberal,43.65524874104953
2016-12-14,Liberal,43.73638529716014
2016-12-15,Liberal,43.69263972066603
2016-12-16,Liberal,43.66938787317859
2016-12-17,Liberal,43.652525874119775
2016-12-18,Liberal,43.65783036389109
2016-12-19,Liberal,43.65993026252548
2016-12-20,Liberal,43.37829288546335
2016-12-21,Liberal,43.14323372523955
2016-12-22,Liberal,42.927385708690466
2016-12-23,Liberal,42.7262412212098
2016-12-24,Liberal,42.53591853862878
2016-12-25,Liberal,42.63717857080003
2016-12-26,Liberal,42.699250918692684
2016-12-27,Liberal,42.77853319170598
2016-12-28,Liberal,42.840773429124354
2016-12-29,Liberal,42.89181082752225
2016-12-30,Liberal,42.9349735193458
2016-12-31,Liberal,42.971310277197
2017-01-01,Liberal,42.971139025309014
2017-01-02,Liberal,42.97505021447988
2017-01-03,Liberal,42.981434755142544
2017-01-04,Liberal,42.986905344344244
2017-01-05,Liberal,42.991484941853734
2017-01-06,Liberal,42.995984649162494
2017-01-07,Liberal,42.9985443683517
2017-01-08,Liberal,42.997313845321614
2017-01-09,Liberal,42.99436707843723
2017-01-10,Liberal,42.70880479293233
2017-01-11,Liberal,42.458425801315805
2017-01-12,Liberal,42.22447303429537
2017-01-13,Liberal,42.00353972278355
2017-01-14,Liberal,41.794144615059665
2017-01-15,Liberal,41.87478575280939
2017-01-16,Liberal,41.9268602247624
2017-01-17,Liberal,41.49720672948932
2017-01-18,Liberal,41.284808472234275
2017-01-19,Liberal,41.02378497218519
2017-01-20,Liberal,40.76032890664137
2017-01-21,Liberal,40.54516087509576
2017-01-22,Liberal,40.788350291751925
2017-01-23,Liberal,40.802623985741604
2017-01-24,Liberal,40.582530614607116
2017-01-25,Liberal,40.418691026342614
2017-01-26,Liberal,40.220292248277374
2017-01-27,Liberal,40.0435192501674
2017-01-28,Liberal,39.87747540857116
2017-01-29,Liberal,39.992753620623176
2017-01-30,Liberal,40.054183993274215
2017-01-31,Liberal,39.72785286179919
2017-02-01,Liberal,39.44856723153953
2017-02-02,Liberal,39.18542967274909
2017-02-03,Liberal,38.406226825730734
2017-02-04,Liberal,37.815997113430015
2017-02-05,Liberal,37.64949526520862
2017-02-06,Liberal,37.46025711536862
2017-02-07,Liberal,37.28750698547932
2017-02-08,Liberal,37.627317812463446
2017-02-09,Liberal,37.776291570433884
2017-02-10,Liberal,37.87600047196766
2017-02-11,Liberal,37.94474158973249
2017-02-12,Liberal,37.97485983463511
2017-02-13,Liberal,38.00721617819571
2017-02-14,Liberal,38.25072010036725
2017-02-15,Liberal,38.59512448800094
2017-02-16,Liberal,38.89687336968665
2017-02-17,Liberal,39.18226925145887
2017-02-18,Liberal,39.453048312172726
2017-02-19,Liberal,39.500256245057756
2017-02-20,Liberal,39.4342402368603
2017-02-21,Liberal,39.32601030381652
2017-02-22,Liberal,39.2419231477604
2017-02-23,Liberal,39.1637782808891
2017-02-24,Liberal,39.09613916103596
2017-02-25,Liberal,39.03513939493521
2017-02-26,Liberal,39.05160836291931
2017-02-27,Liberal,39.05612563200471
2017-02-28,Liberal,39.152546698667244
2017-03-01,Liberal,39.22995025497974
2017-03-02,Liberal,39.29960508832656
2017-03-03,Liberal,39.36500771193638
2017-03-04,Liberal,39.85216073750404
2017-03-05,Liberal,40.102143689549926
2017-03-06,Liberal,40.32507154236747
2017-03-07,Liberal,40.69015008343671
2017-03-08,Liberal,41.0250541039973
2017-03-09,Liberal,40.92005949824887
2017-03-10,Liberal,40.94841421596609
2017-03-11,Liberal,41.00730054848843
2017-03-12,Liberal,40.91963001668786
2017-03-13,Liberal,40.85729030928887
2017-03-14,Liberal,41.24139340249776
2017-03-15,Liberal,41.605387174239596
2017-03-16,Liberal,41.96370298509953
2017-03-17,Liberal,42.31834980355306
2017-03-18,Liberal,42.66987254924692
2017-03-19,Liberal,42.58228825422284
2017-03-20,Liberal,41.783516062156934
2017-03-21,Liberal,41.62969028948824
2017-03-22,Liberal,41.43542924171134
2017-03-23,Liberal,41.24853891929156
2017-03-24,Liberal,41.070422727709385
2017-03-25,Liberal,41.63693457120191
2017-03-26,Liberal,41.16581037263601
2017-03-27,Liberal,40.83334385217613
2017-03-28,Liberal,40.60920823620411
2017-03-29,Liberal,40.37818598628364
2017-03-30,Liberal,40.15144661909339
2017-03-31,Liberal,40.3392897285079
2017-04-01,Liberal,40.44740749900448
2017-04-02,Liberal,40.456893450881736
2017-04-03,Liberal,40.47839440218472
2017-04-04,Liberal,40.45919568102548
2017-04-05,Liberal,40.44371784992226
2017-04-06,Liberal,40.42802553032819
2017-04-07,Liberal,40.4109148149798
2017-04-08,Liberal,39.98529435031984
2017-04-09,Liberal,39.666413142682025
2017-04-10,Liberal,39.36666608569404
2017-04-11,Liberal,39.43745014649952
2017-04-12,Liberal,39.42626705888756
2017-04-13,Liberal,39.800380844477885
2017-04-14,Liberal,40.09438081744307
2017-04-15,Liberal,40.35477932623053
2017-04-16,Liberal,40.23674894200161
2017-04-17,Liberal,40.194711965872784
2017-04-18,Liberal,40.48478493043311
2017-04-19,Liberal,40.73123786372855
2017-04-20,Liberal,40.96145735821033
2017-04-21,Liberal,40.51078920040343
2017-04-22,Liberal,40.294256408407435
2017-04-23,Liberal,39.818995055721366
2017-04-24,Liberal,39.428009442397475
2017-04-25,Liberal,39.65329454932631
2017-04-26,Liberal,40.469683784943484
2017-04-27,Liberal,41.02034447764376
2017-04-28,Liberal,41.49399799087068
2017-04-29,Liberal,41.91999688358878
2017-04-30,Liberal,41.73922927527284
2017-05-01,Liberal,41.64067265622336
2017-05-02,Liberal,41.62774362520052
2017-05-03,Liberal,41.62708412894882
2017-05-04,Liberal,41.637191637871915
2017-05-05,Liberal,41.654623669289506
2017-05-06,Liberal,41.67823374766624
2017-05-07,Liberal,41.64572440087043
2017-05-08,Liberal,41.868952339506016
2017-05-09,Liberal,42.083792967586
2017-05-10,Liberal,42.33149318338698
2017-05-11,Liberal,42.569241892841475
2017-05-12,Liberal,42.66992961103059
2017-05-13,Liberal,43.02454967864511
2017-05-14,Liberal,43.26613019574916
2017-05-15,Liberal,43.44876769160434
2017-05-16,Liberal,43.42026600932161
2017-05-17,Liberal,43.58703852141581
2017-05-18,Liberal,43.26470252024953
2017-05-19,Liberal,43.0741947567614
2017-05-20,Liberal,42.91731639939654
2017-05-21,Liberal,42.98700683950078
2017-05-22,Liberal,43.002649867437604
2017-05-23,Liberal,42.57011736896304
2017-05-24,Liberal,42.222821660880115
2017-05-25,Liberal,41.90805259630151
2017-05-26,Liberal,41.55409527430096
2017-05-27,Liberal,41.02699631061675
2017-05-28,Liberal,40.99208622062156
2017-05-29,Liberal,40.889447976350596
2017-05-30,Liberal,40.65245997166555
2017-05-31,Liberal,40.49141826816947
2017-06-01,Liberal,40.52002478390928
2017-06-02,Liberal,40.50718847623911
2017-06-03,Liberal,40.48336661065194
2017-06-04,Liberal,40.568614467554895
2017-06-05,Liberal,40.774836427370715
2017-06-06,Liberal,40.250929722929044
2017-06-07,Liberal,39.85677065214147
2017-06-08,Liberal,39.229028203160034
2017-06-09,Liberal,38.80437394374309
2017-06-10,Liberal,38.20185909690528
2017-06-11,Liberal,38.063241492687126
2017-06-12,Liberal,37.891248218661936
2017-06-13,Liberal,37.92212971600551
2017-06-14,Liberal,37.76683949240571
2017-06-15,Liberal,37.645968964750296
2017-06-16,Liberal,37.787379731550814
2017-06-17,Liberal,37.830610471199606
2017-06-18,Liberal,37.90273511481423
2017-06-19,Liberal,37.957392996986
2017-06-20,Liberal,38.03876409183071
2017-06-21,Liberal,38.10380991421414
2017-06-22,Liberal,38.159086911085204
2017-06-23,Liberal,38.20774177137388
2017-06-24,Liberal,38.25032265732137
2017-06-25,Liberal,38.25276024803527
2017-06-26,Liberal,38.26230794526664
2017-06-27,Liberal,38.37644231619863
2017-06-28,Liberal,38.47244032169779
2017-06-29,Liberal,38.55985013261123
2017-06-30,Liberal,38.64217241836906
2017-07-01,Liberal,38.718998946067394
2017-07-02,Liberal,38.6873763305263
2017-07-03,Liberal,38.67064204773516
2017-07-04,Liberal,38.861468696284355
2017-07-05,Liberal,39.0266666685866
2017-07-06,Liberal,39.18139895073854
2017-07-07,Liberal,39.42890356266623
2017-07-08,Liberal,39.65726770660473
2017-07-09,Liberal,39.674484158153156
2017-07-10,Liberal,39.71309202094736
2017-07-11,Liberal,39.54747926073782
2017-07-12,Liberal,39.336395186103935
2017-07-13,Liberal,39.15749909471822
2017-07-14,Liberal,39.62406557872024
2017-07-15,Liberal,39.965632397755954
2017-07-16,Liberal,40.48132771588659
2017-07-17,Liberal,40.924666171293154
2017-07-18,Liberal,41.04214549411174
2017-07-19,Liberal,40.58582888047442
2017-07-20,Liberal,40.2780625723036
2017-07-21,Liberal,40.02128116227481
2017-07-22,Liberal,39.796950470031554
2017-07-23,Liberal,39.88903311809127
2017-07-24,Liberal,39.92033447370719
2017-07-25,Liberal,39.38602482137589
2017-07-26,Liberal,38.937745113747624
2017-07-27,Liberal,38.52360442332007
2017-07-28,Liberal,38.13498733102166
2017-07-29,Liberal,37.76679770413398
2017-07-30,Liberal,37.96564318172056
2017-07-31,Liberal,38.085301930232674
2017-08-01,Liberal,38.034019141464455
2017-08-02,Liberal,37.97856118722799
2017-08-03,Liberal,37.914100278582495
2017-08-04,Liberal,37.84326923551627
2017-08-05,Liberal,37.76645493735576
2017-08-06,Liberal,37.83078768479871
2017-08-07,Liberal,37.8789662937407
2017-08-08,Liberal,37.88641701642807
2017-08-09,Liberal,37.889326085862415
2017-08-10,Liberal,37.88759268817337
2017-08-11,Liberal,37.88135160692817
2017-08-12,Liberal,37.87128058361627
2017-08-13,Liberal,37.89300693459228
2017-08-14,Liberal,38.4810251950921
2017-08-15,Liberal,38.81023890739978
2017-08-16,Liberal,39.13490422304603
2017-08-17,Liberal,39.44669603481349
2017-08-18,Liberal,39.74635538479445
2017-08-19,Liberal,39.46640097300032
2017-08-20,Liberal,39.43521106009527
2017-08-21,Liberal,39.398772129012684
2017-08-22,Liberal,39.821071180215945
2017-08-23,Liberal,40.18723702726827
2017-08-24,Liberal,40.532036879293976
2017-08-25,Liberal,40.861309307165996
2017-08-26,Liberal,41.178700934563906
2017-08-27,Liberal,41.03264622485595
2017-08-28,Liberal,41.33185889408653
2017-08-29,Liberal,41.44177584918352
2017-08-30,Liberal,41.74170667599323
2017-08-31,Liberal,42.01864564106613
2017-09-01,Liberal,42.2980899734779
2017-09-02,Liberal,42.18833318016133
2017-09-03,Liberal,42.289866152832225
2017-09-04,Liberal,42.21654648496782
2017-09-05,Liberal,42.16016695483738
2017-09-06,Liberal,42.11730803281977
2017-09-07,Liberal,42.08173127733241
2017-09-08,Liberal,42.04780767489884
2017-09-09,Liberal,42.02008910498871
2017-09-10,Liberal,42.015552394523255
2017-09-11,Liberal,41.37177072292426
2017-09-12,Liberal,41.0939902060109
2017-09-13,Liberal,40.8200275052152
2017-09-14,Liberal,40.55879340505261
2017-09-15,Liberal,40.30848524626886
2017-09-16,Liberal,40.70399281808827
2017-09-17,Liberal,40.742433686058845
2017-09-18,Liberal,40.78829229195075
2017-09-19,Liberal,40.429039379000244
2017-09-20,Liberal,40.13380961063204
2017-09-21,Liberal,39.86133148465787
2017-09-22,Liberal,39.60397599043596
2017-09-23,Liberal,38.97977569061258
2017-09-24,Liberal,38.812455523572744
2017-09-25,Liberal,38.59922119389836
2017-09-26,Liberal,38.34538309383271
2017-09-27,Liberal,38.08506230907273
2017-09-28,Liberal,38.1969945464993
2017-09-29,Liberal,38.25500031991118
2017-09-30,Liberal,38.076772543314476
2017-10-01,Liberal,37.9592528015719
2017-10-02,Liberal,37.846307168371894
2017-10-03,Liberal,37.61395159003628
2017-10-04,Liberal,37.40843386935326
2017-10-05,Liberal,37.426801457052946
2017-10-06,Liberal,37.40632781792887
2017-10-07,Liberal,37.37566112328178
2017-10-08,Liberal,37.3759682482422
2017-10-09,Liberal,37.34712955051155
2017-10-10,Liberal,37.059590594478514
2017-10-11,Liberal,36.84989542863119
2017-10-12,Liberal,36.65104431651652
2017-10-13,Liberal,36.54267811700923
2017-10-14,Liberal,36.436178800606676
2017-10-15,Liberal,36.57992310024363
2017-10-16,Liberal,36.640215915479075
2017-10-17,Liberal,36.422223714304764
2017-10-18,Liberal,36.25906135364897
2017-10-19,Liberal,36.53725206811279
2017-10-20,Liberal,37.2258650723099
2017-10-21,Liberal,37.612704248167695
2017-10-22,Liberal,38.265744398189426
2017-10-23,Liberal,38.43347560363593
2017-10-24,Liberal,38.161551742079446
2017-10-25,Liberal,37.52894519115857
2017-10-26,Liberal,37.21058018214677
2017-10-27,Liberal,36.89483399066894
2017-10-28,Liberal,37.00339350253131
2017-10-29,Liberal,37.105754165914945
2017-10-30,Liberal,37.153896613186525
2017-10-31,Liberal,37.091359476975676
2017-11-01,Liberal,37.04155316622246
2017-11-02,Liberal,36.994263756275735
2017-11-03,Liberal,36.85901725810344
2017-11-04,Liberal,36.76033572498613
2017-11-05,Liberal,36.764296091427646
2017-11-06,Liberal,36.9440695200408
2017-11-07,Liberal,37.1597912812673
2017-11-08,Liberal,37.42702711934618
2017-11-09,Liberal,37.6432801121655
2017-11-10,Liberal,38.145562728465784
2017-11-11,Liberal,38.35983859612054
2017-11-12,Liberal,38.49975133968041
2017-11-13,Liberal,38.65187701836685
2017-11-14,Liberal,38.90945434519987
2017-11-15,Liberal,38.83552156559341
2017-11-16,Liberal,38.83375800534559
2017-11-17,Liberal,38.84883112292348
2017-11-18,Liberal,38.873014510414535
2017-11-19,Liberal,38.79451146879911
2017-11-20,Liberal,38.7426127139806
2017-11-21,Liberal,38.728235101233466
2017-11-22,Liberal,38.717977753750226
2017-11-23,Liberal,38.71293352712677
2017-11-24,Liberal,38.71185412984744
2017-11-25,Liberal,38.93107689440593
2017-11-26,Liberal,39.08542813532527
2017-11-27,Liberal,39.230043432979
2017-11-28,Liberal,39.47062468987556
2017-11-29,Liberal,39.68586619316916
2017-11-30,Liberal,39.6756882470503
